vehicle_age,engine_cc,vehicle_value,safety_features,anti_theft,fuel_type,driver_age,driving_experience,license_age,previous_accidents,previous_claims,traffic_violations,usage_type,annual_mileage,previous_insurance,policy_lapses,claim_occurred
11,1500,1673173,0,1,0,46,28,27,1,0,1,0,4034,0,0,0
0,1200,4944767,1,1,0,18,0,0,0,0,0,0,6076,1,0,0
0,1200,3883843,0,0,0,18,0,0,0,0,0,3,29090,1,1,1
14,1000,1940626,0,0,4,32,11,11,0,0,0,0,29866,0,0,0
1,1500,4965233,1,0,4,20,1,1,0,0,1,1,18779,1,0,0
15,1200,3998031,1,0,2,31,11,10,0,1,3,3,33425,1,0,1
7,1000,3384303,0,1,1,71,52,52,0,0,0,4,22165,0,1,0
12,1500,2237536,1,0,1,27,8,8,0,0,0,3,39837,1,0,0
0,1500,2621630,1,0,1,20,1,1,0,0,0,0,8063,1,1,1
15,2000,1075411,1,1,1,37,15,15,2,1,0,0,50243,0,0,1
6,1000,3757449,1,0,1,67,48,48,0,0,1,0,40222,0,0,1
4,2000,3611969,0,1,1,72,51,50,0,1,1,1,33484,1,0,0
2,1500,4903205,0,0,0,53,32,31,1,1,0,0,54119,0,0,1
11,1000,4550704,1,1,0,44,23,22,0,0,0,0,19300,0,0,0
15,1500,4549754,0,0,4,66,48,47,1,0,0,1,43952,0,0,1
18,1200,3270546,0,0,0,69,49,48,0,1,0,0,42211,1,1,1
4,2500,3125119,0,1,0,53,32,31,0,0,0,0,49481,1,1,0
13,1000,1762370,1,1,0,64,45,44,1,1,0,0,57215,1,0,0
4,1500,2883948,0,0,0,28,10,9,0,0,0,1,25045,1,0,0
14,1200,3998858,1,1,0,20,0,0,1,0,0,1,28567,1,0,1
16,2500,1102963,1,1,0,41,20,20,0,1,1,0,28142,1,1,0
13,1200,1743962,1,0,1,56,37,37,1,0,1,3,9494,0,0,0
19,2500,3929167,1,1,0,27,8,7,0,0,0,1,47347,1,1,1
4,2500,3059809,1,0,1,43,21,21,1,0,2,3,24107,1,0,0
11,1200,1877027,1,0,0,68,50,50,0,0,1,1,25460,1,0,0
15,2000,3487515,0,0,0,49,30,30,1,0,0,0,3313,0,1,1
15,3000,3546971,1,0,3,69,49,48,1,0,1,0,26945,1,0,0
6,1200,4170240,0,0,1,25,4,3,0,0,0,0,43687,1,0,1
3,1200,2369789,0,0,1,64,46,46,0,1,0,3,56627,1,0,0
0,1500,4288597,1,0,0,30,9,9,1,0,1,3,50133,1,0,1
4,1200,3998315,1,0,0,20,0,0,0,0,2,0,53159,1,0,1
9,800,1518296,0,0,2,70,48,48,0,0,0,3,4891,0,0,0
4,1000,4377328,1,0,0,70,50,49,0,0,0,3,24075,1,0,0
3,1200,3966796,0,0,2,32,12,12,0,0,0,1,21742,0,0,0
1,1200,700607,0,1,1,70,48,47,0,0,1,2,42221,1,1,0
19,1000,4741239,1,0,1,38,17,17,1,0,0,4,40930,1,0,1
9,2000,4831339,1,0,1,74,54,53,0,1,1,0,51301,1,0,0
18,1500,763999,1,0,0,59,38,37,0,0,0,2,39276,1,0,0
0,800,3938556,0,1,0,46,28,27,0,0,0,4,7266,1,0,0
4,1500,3160500,0,0,1,70,48,47,0,0,0,0,40101,1,0,0
12,1500,4847801,0,0,2,64,42,41,1,1,0,0,33225,1,0,1
3,2500,3032467,1,1,0,44,24,24,0,2,0,1,42823,0,0,1
15,800,1477416,1,0,0,47,29,29,2,0,1,0,36991,1,0,0
15,1000,4557044,1,0,0,31,10,10,0,2,0,0,48644,1,0,1
1,2500,332827,0,1,1,58,38,38,0,1,0,1,30106,1,0,0
16,2500,2423361,1,0,0,74,53,53,0,0,1,2,36083,1,0,0
19,1500,2243955,1,0,4,32,14,14,0,0,0,0,33858,0,0,0
11,2000,1421972,0,0,1,63,44,43,0,0,1,0,37203,1,2,0
17,800,3328462,1,0,4,64,44,44,0,1,0,4,50782,1,0,1
2,1500,521519,0,0,2,63,43,42,2,0,0,3,56015,0,0,0
0,1000,2291486,1,0,0,59,37,37,1,1,0,4,12942,0,0,0
0,1000,3611160,1,0,0,61,42,42,0,0,1,1,25429,0,0,0
18,2000,3058970,0,0,3,69,49,48,0,0,0,0,50509,1,0,0
10,1000,3192735,0,1,1,31,10,10,0,0,0,0,20132,1,0,0
4,1200,4145864,1,1,0,42,24,23,0,0,0,0,8269,1,1,0
11,2500,2783274,1,0,4,44,25,25,0,0,1,0,32979,1,0,0
2,1000,390254,1,0,1,64,42,41,0,0,0,0,38943,1,0,0
0,3000,4112258,0,0,0,61,39,39,1,0,0,0,10443,1,0,0
0,3000,2968724,1,0,1,19,0,0,1,0,1,0,27597,1,1,1
7,1500,2013196,0,1,2,68,50,50,2,1,0,0,4687,1,0,1
9,1000,3846580,1,1,0,34,12,11,0,1,0,1,7215,1,1,0
10,1200,402491,0,0,0,32,10,10,0,0,1,1,26915,1,0,0
11,1200,3481836,1,0,0,44,26,25,1,0,0,0,27664,1,0,0
12,1200,3681281,0,1,2,72,53,52,0,0,0,0,5331,1,0,0
11,1200,4220549,1,1,1,27,7,7,0,1,0,3,31795,1,0,1
13,3000,3199525,1,0,0,60,40,39,0,0,1,3,32243,1,0,0
1,1000,2072907,0,0,1,63,45,44,0,1,0,1,17315,1,0,0
18,1500,1245859,1,0,0,26,8,8,0,0,0,3,28961,1,0,0
17,800,464805,1,1,1,20,2,1,1,0,0,3,38838,0,0,0
2,1500,4734306,1,0,4,41,20,20,0,0,0,0,56531,1,1,0
16,2500,3534326,1,1,1,18,0,0,1,0,1,0,16028,0,0,1
7,1200,304554,0,0,4,55,37,37,0,0,0,0,4028,1,0,0
9,1000,4477969,1,1,1,23,2,2,0,1,0,1,28233,0,0,1
1,1500,2790041,0,0,0,22,2,1,0,0,1,2,41666,1,0,1
18,1500,2721267,0,0,1,21,3,3,1,1,0,0,33001,0,0,1
8,1500,4802507,0,0,0,20,0,0,1,0,0,0,51074,1,0,1
6,1200,369468,1,0,1,62,42,42,0,1,1,3,23434,1,0,0
3,1200,2947495,1,0,1,47,26,26,0,0,0,1,58136,0,2,0
17,2500,4390932,0,0,3,53,31,31,1,0,0,1,5220,1,0,0
12,2500,2046772,1,0,0,40,18,18,0,0,1,0,7309,1,0,0
10,1200,4207336,0,0,3,24,5,5,0,1,1,0,35295,1,0,1
3,2000,469640,1,0,4,68,49,48,0,0,1,0,59753,0,0,0
3,1200,2477096,1,0,0,49,27,26,0,0,2,0,2037,1,0,0
9,1200,3393477,0,0,3,60,42,42,0,1,0,1,57449,1,1,0
4,1000,4827009,0,0,0,27,5,5,1,0,0,1,15793,1,0,1
8,1200,3482854,0,0,0,68,47,47,0,1,2,0,40995,1,1,1
2,1500,358126,0,0,4,68,46,45,0,0,0,0,35915,0,0,0
16,800,3790296,0,0,0,54,36,35,0,1,1,4,31718,0,0,1
2,1200,4801706,1,0,1,50,32,32,0,0,0,0,52015,1,1,1
15,2000,1120959,0,0,1,43,24,23,0,0,0,1,33133,1,0,0
3,1500,1592253,0,1,0,60,41,41,0,0,0,0,40762,1,0,0
17,1500,1876658,0,0,1,62,44,44,2,1,1,0,8871,1,0,0
16,2500,2280778,1,0,0,48,28,28,0,0,1,0,35788,0,0,0
6,800,2540556,0,1,0,47,28,28,0,0,0,3,47751,1,0,0
4,1500,4730650,1,0,4,40,19,18,1,0,0,1,20411,0,0,0
11,2000,3979609,1,0,4,46,26,25,0,0,1,0,51218,1,0,0
16,1500,4983163,1,0,1,25,4,3,0,0,0,0,36647,1,0,1
12,1200,1314530,1,1,0,72,51,50,0,0,0,0,11192,1,0,0
2,1000,1469549,1,1,0,33,15,14,0,0,0,1,22382,0,1,0
8,2000,4809612,0,1,3,73,53,53,1,1,0,0,43237,1,1,1
16,1200,2547575,0,1,0,26,7,7,0,0,0,2,8905,1,0,0
16,2000,526935,1,1,0,21,3,2,0,1,1,0,44104,0,0,0
19,1500,2979853,0,1,3,36,14,14,1,1,1,0,5989,1,1,1
15,1500,1104491,1,0,0,56,37,36,0,0,0,0,13127,1,0,0
12,2000,1070833,1,0,0,61,39,39,0,0,0,0,46215,1,0,0
18,1500,2596076,1,1,0,58,40,39,0,0,1,0,42200,1,0,0
16,1200,3003235,0,1,3,30,9,8,0,1,0,0,43814,0,1,1
3,1500,2367222,1,0,1,29,8,7,0,0,1,0,36646,1,0,0
11,2000,1077277,1,0,0,26,6,6,0,0,1,3,42595,1,0,0
8,1200,2732969,1,1,3,29,10,10,0,0,1,0,44266,1,1,0
18,1200,2683798,0,0,2,41,19,19,2,1,1,3,36330,0,0,1
11,800,2817572,0,0,0,65,43,43,0,1,0,1,16396,1,0,0
8,2500,4136839,1,0,1,30,10,10,0,0,0,0,52972,1,0,1
6,800,2878189,1,0,0,52,33,32,0,0,1,1,28051,1,0,0
13,1500,1241819,0,0,1,49,28,28,0,0,1,0,52099,1,0,0
19,1200,4803905,0,1,0,55,37,36,0,0,0,2,5342,0,0,0
18,1200,4016891,1,0,0,31,11,11,0,0,0,1,2134,1,0,0
14,1500,4617254,0,1,1,19,1,1,0,1,0,2,5155,1,1,1
15,800,4406652,0,1,1,71,53,53,1,1,1,1,57496,1,0,1
4,1500,4134467,1,1,0,38,18,17,1,0,1,0,3023,1,0,0
2,2000,552988,0,1,0,48,26,26,0,0,1,4,56639,1,0,0
11,2000,1712547,1,0,4,69,50,50,0,0,0,0,59308,1,0,0
19,1000,3107176,0,0,0,52,30,30,0,0,0,3,8986,1,0,0
3,2000,1703408,1,1,1,33,12,11,0,0,0,0,41233,1,0,0
15,1500,2599184,1,0,0,57,38,38,0,0,0,0,32103,1,0,0
6,2000,4962995,0,0,1,43,23,23,1,0,1,4,22801,1,0,1
12,1200,2194477,0,0,0,55,35,34,0,0,0,3,58185,1,0,0
9,1500,1776188,1,1,0,74,54,54,2,0,0,2,22472,0,0,0
6,2500,2986476,1,1,1,20,2,1,0,1,2,0,18203,1,0,0
13,2000,3977923,1,1,0,54,34,33,0,0,0,2,31182,1,1,0
4,1200,3973388,0,1,1,53,32,32,0,0,1,0,5780,1,0,0
2,1200,982932,0,1,0,55,34,33,0,0,1,1,29123,1,0,0
10,1200,4781040,1,0,0,19,0,0,0,0,0,4,29512,1,0,1
10,1200,1980957,0,0,1,39,20,20,0,0,1,0,34719,1,1,0
17,1200,1609105,0,1,0,20,0,0,0,0,1,0,38806,1,0,0
14,1200,1505290,1,0,0,57,38,38,0,0,0,0,32122,0,0,0
11,2000,3711011,0,1,0,64,45,45,1,0,1,0,43991,1,0,0
8,800,2677939,1,1,0,59,40,39,1,0,1,4,14850,1,0,0
9,1500,1580202,0,1,0,64,44,43,0,1,0,0,36643,1,0,0
11,1000,2457269,1,1,0,43,25,24,0,1,1,4,46409,1,1,0
16,1200,1508428,1,0,0,44,24,23,1,0,0,2,25533,1,0,0
5,800,3552213,1,0,3,55,34,33,0,1,1,0,22048,1,0,0
6,1200,4345767,0,0,0,61,40,40,0,0,0,1,37537,1,1,0
13,2000,1037563,1,0,3,25,4,4,0,1,0,0,43424,1,0,0
12,2000,2042429,1,0,2,40,19,19,0,0,0,0,8191,1,0,0
7,1000,3100864,0,0,0,23,5,4,1,0,2,0,55503,0,0,1
9,1200,1509056,0,1,0,42,23,23,0,0,1,0,58494,1,0,0
8,1200,3421754,0,0,0,74,54,54,1,0,0,1,41991,0,0,0
17,2000,2029875,1,0,1,33,12,12,0,0,0,0,25490,1,0,0
1,2000,4210936,0,0,1,43,24,23,0,2,0,2,17493,1,0,1
4,1500,4793291,1,0,1,32,12,11,0,0,0,0,13719,0,0,1
4,1500,771530,1,0,1,69,51,51,0,1,0,3,13370,1,0,0
5,2000,1771662,1,0,0,64,42,41,0,0,2,0,43551,1,0,0
18,800,2765236,1,1,2,49,31,31,1,0,0,0,35180,0,0,0
7,1200,3486498,1,0,0,57,35,34,0,0,1,0,55971,0,0,0
15,2500,3033197,1,0,4,36,15,14,1,2,1,2,21727,1,0,1
12,1500,1378734,0,0,0,31,12,12,0,1,0,4,30041,1,1,0
0,1500,1857973,1,0,0,70,51,51,0,0,0,0,14540,1,0,0
19,1500,2279072,1,1,3,65,45,44,1,0,0,1,41318,1,0,0
16,1200,2900798,1,1,1,61,39,39,0,1,2,1,22384,1,0,0
6,1500,1242894,0,1,1,52,30,30,0,0,0,0,31427,0,1,0
12,1500,4278018,1,0,0,43,23,22,0,1,0,0,50477,1,0,1
3,1200,1234260,1,0,3,69,50,50,0,0,0,0,37794,1,0,0
3,1500,477589,1,0,4,54,35,35,0,0,1,4,21336,1,0,0
5,2000,1171243,0,0,0,30,10,9,0,0,2,0,31600,1,0,0
18,1000,306586,1,0,0,64,42,42,0,1,0,0,20392,1,1,0
11,1200,2154711,1,1,1,25,4,4,0,0,0,3,15315,1,0,0
6,1200,3144813,1,0,4,31,11,11,0,0,0,0,24884,1,0,0
9,1500,4046193,0,0,1,43,24,23,0,0,1,2,24951,1,0,1
18,1000,2958175,1,0,4,64,43,42,0,1,0,0,33187,1,0,0
6,1500,2594582,0,1,0,73,52,52,0,0,0,2,34510,1,0,0
2,2000,1447101,1,0,4,47,25,24,0,0,0,1,13750,0,0,0
12,1200,2278209,0,0,0,68,48,47,0,0,0,1,53462,1,0,0
12,2500,4706455,0,0,0,57,36,35,1,0,0,1,16630,0,2,1
17,3000,2881867,0,0,1,59,41,41,0,1,0,0,25749,1,0,0
19,1000,1647376,1,0,1,30,9,9,0,0,1,3,6074,1,0,0
7,1000,4130753,1,0,0,53,32,32,0,0,1,0,22486,1,0,0
8,2500,2017435,1,0,4,28,7,7,1,0,0,3,58453,0,0,1
6,2500,2210896,0,0,4,19,0,0,0,0,0,0,33361,1,1,0
0,800,4221076,0,0,1,47,25,24,0,1,0,0,31770,1,1,1
2,800,2416806,1,1,0,68,46,46,0,0,0,1,56777,1,0,0
12,1000,954405,0,0,0,41,23,23,0,1,0,0,47994,1,0,0
16,3000,1435189,1,0,1,70,52,52,1,0,2,0,11303,0,0,0
0,1000,4474308,0,0,1,35,14,13,0,0,1,1,31052,0,0,0
5,1500,3807842,1,1,0,40,19,18,0,0,0,0,49853,1,1,0
5,2000,2479000,1,0,1,70,49,48,0,0,1,0,34562,1,0,0
11,800,1196009,1,0,1,23,5,4,0,0,1,1,22209,1,0,0
12,1500,2477026,0,1,1,63,41,40,0,0,0,1,54787,0,0,0
12,1200,4786621,0,0,0,67,49,49,0,0,0,0,39591,1,0,1
14,2000,4531829,1,0,1,28,6,5,0,1,0,1,58769,1,0,0
15,1200,2358306,1,0,0,24,6,6,1,1,0,3,22533,0,0,1
10,1500,442432,1,0,0,64,42,42,0,0,0,0,48375,1,0,0
4,1500,416242,1,1,4,50,32,31,0,0,0,4,55774,0,1,0
3,1000,1895489,1,0,0,27,5,5,1,0,1,0,43468,1,0,0
2,800,407576,0,0,4,38,18,17,0,0,1,0,29638,1,0,0
18,1200,475966,0,1,0,26,6,5,1,0,0,3,17008,1,0,0
19,1200,1052746,0,1,1,72,53,53,0,1,0,0,3081,1,0,0
17,2000,3462199,0,0,0,47,25,24,0,0,0,1,58609,1,0,0
14,2000,3747755,1,1,4,65,43,43,0,0,0,0,17434,0,0,0
8,1200,4193900,0,1,4,65,43,43,1,1,0,0,22663,1,0,0
16,1500,1531218,1,1,0,42,23,22,0,0,0,1,27530,0,0,0
13,1500,3249108,0,0,0,42,24,23,2,0,1,0,31078,0,0,1
14,2000,3349171,1,0,1,66,46,46,0,0,0,0,56582,1,0,0
0,1200,1029128,0,0,3,41,22,22,0,1,0,0,28099,1,0,0
2,1200,839439,1,0,1,29,9,9,0,0,1,0,55272,0,0,0
15,1200,1817658,1,0,3,24,3,2,0,0,2,0,22469,1,0,0
10,1500,1397766,0,0,0,51,32,31,0,1,0,0,22299,0,1,0
11,1200,664385,1,0,1,20,1,1,0,0,0,3,24998,1,0,1
9,1200,1146299,1,0,1,23,3,2,0,0,1,0,57392,1,0,0
15,800,1604684,0,0,0,44,22,22,0,1,0,0,57032,1,0,0
7,1500,611509,0,0,1,36,15,14,1,0,1,2,33444,1,0,0
5,1000,2665019,1,1,4,25,5,4,0,1,0,0,49481,0,0,0
11,1000,4344468,1,1,3,53,34,33,1,1,1,0,4687,1,1,0
7,1200,748920,1,1,0,56,34,34,0,0,1,2,41816,1,0,0
3,1000,3947016,0,0,0,53,32,32,0,1,1,3,29816,1,0,1
7,1500,1674840,1,1,1,35,13,12,1,0,0,2,21981,0,0,0
17,1200,2288702,0,1,0,24,4,4,1,1,0,4,43917,0,0,1
4,1200,1793352,1,1,4,73,51,50,0,2,0,0,28202,1,0,0
8,1500,4253322,1,1,0,18,0,0,1,0,1,1,13400,1,0,1
3,1000,2655664,1,0,1,22,3,2,0,1,1,0,14908,0,0,1
16,1000,2283286,1,0,0,59,41,41,0,0,0,4,53930,1,0,0
8,2000,4358675,0,1,1,31,10,10,1,0,0,0,8857,1,0,0
0,1200,4352948,1,1,0,73,53,52,0,1,1,4,26942,1,0,0
19,1200,1924611,0,1,0,18,0,0,0,0,0,0,2963,1,1,0
12,800,3564369,1,0,0,29,10,9,0,1,0,2,13622,1,0,1
15,1200,2253527,1,0,1,36,18,18,1,0,0,4,17783,1,1,0
12,1500,2079763,1,0,1,19,0,0,0,0,0,0,42855,1,0,1
13,1500,419271,0,1,0,31,12,11,0,1,0,3,31795,1,0,0
2,1500,2638322,0,1,0,20,0,0,1,0,1,3,57674,0,0,1
5,1000,617531,1,0,1,68,49,49,0,0,0,1,29961,1,1,0
17,1200,2398786,0,1,2,52,32,31,0,0,0,1,58315,1,0,0
18,2000,969419,1,0,0,30,11,11,0,0,1,0,22973,1,1,0
4,2500,763566,0,0,0,66,44,44,0,0,0,0,57369,1,0,0
14,1000,3037295,0,0,0,20,0,0,0,0,0,0,58627,0,0,1
1,1200,3290278,0,1,0,31,12,12,1,1,0,1,17460,0,0,1
9,1000,4222734,0,1,0,51,31,31,1,0,0,0,40581,1,0,1
17,800,4623102,0,0,1,62,43,42,1,1,0,0,36325,1,0,1
12,1200,453816,0,0,4,26,8,7,0,0,0,0,17314,1,0,0
4,1000,4655772,1,0,0,27,5,4,0,1,0,0,54740,1,0,1
0,1500,2892177,1,0,1,25,7,6,0,0,0,1,43069,0,0,0
0,1500,705972,0,1,1,46,26,25,0,0,0,0,9999,1,0,0
17,1000,551585,0,1,4,71,52,51,1,0,0,0,12908,1,0,0
14,800,3953389,1,0,1,56,37,36,0,0,1,0,12463,1,1,0
16,2000,1752397,1,0,3,50,32,32,0,1,1,1,57096,1,1,0
10,1000,799459,0,0,1,40,19,19,0,0,1,0,13881,1,0,0
16,1500,3074928,0,0,2,25,3,3,0,0,0,0,21132,1,0,0
12,1200,4288718,1,1,0,57,38,37,0,1,1,1,36575,1,1,0
0,1500,730703,1,0,0,55,36,35,0,0,1,0,27211,1,0,0
1,1200,396816,1,1,4,40,20,20,2,0,0,0,33938,1,0,0
8,800,4892278,1,0,1,67,49,49,0,0,3,0,50608,1,2,0
2,1000,4821586,0,1,0,53,33,32,0,0,0,0,8823,1,0,0
0,1000,3301441,0,0,3,73,51,50,0,0,0,4,21658,1,0,0
15,1200,2250078,1,1,0,60,41,41,1,1,0,3,17399,0,1,0
5,1500,4797006,0,1,0,37,19,19,0,0,0,0,58136,0,1,1
16,1200,3670239,0,0,1,73,55,54,1,0,1,0,36267,1,0,0
4,800,2190612,1,0,1,65,47,46,0,2,0,0,50375,1,0,0
4,1500,2652756,0,1,1,29,7,6,0,3,1,3,43820,1,1,1
5,1500,1909903,0,0,0,53,32,31,0,1,1,3,49644,1,1,0
2,2500,632003,0,0,4,26,5,5,2,0,0,4,4278,1,1,0
4,1500,4062522,1,1,4,50,29,28,1,0,2,0,13368,0,0,0
4,1200,4856790,0,0,0,23,3,3,0,0,0,0,31604,1,0,0
9,1500,1004105,1,0,0,49,29,29,0,0,0,3,57331,1,1,0
9,2500,1091893,1,1,0,18,0,0,0,0,2,0,53279,1,0,1
18,2000,3217614,1,0,3,71,53,52,0,0,1,3,36916,1,0,0
16,1200,436803,1,0,3,69,48,48,0,0,0,0,32884,1,0,0
13,1000,4515804,1,0,1,41,22,22,0,1,1,4,39296,0,1,1
8,1200,394138,1,1,2,46,25,25,0,0,2,0,27712,1,1,0
13,1500,1510822,0,0,1,25,3,3,0,0,1,0,20588,0,1,0
0,1500,2744024,0,1,1,30,9,8,0,0,0,0,48422,1,0,0
18,1500,1433058,1,0,0,42,23,22,2,1,0,1,15419,1,0,1
12,800,1969206,1,1,0,72,53,53,1,0,1,0,14009,0,0,0
12,1500,4454341,0,0,0,46,27,27,0,0,0,0,56445,1,0,1
3,2000,2645245,1,1,1,41,19,18,0,0,0,2,38204,1,0,0
0,1200,3822633,1,0,0,44,23,22,1,0,0,0,55974,0,1,1
16,1500,4520342,0,0,0,68,46,46,0,0,0,4,6265,1,0,0
7,1200,4391002,1,0,0,43,24,23,0,1,0,0,26048,1,1,0
1,2000,4828933,1,0,1,37,16,15,0,0,0,0,53532,1,1,0
7,2000,450636,1,0,4,21,1,1,0,1,2,0,53186,0,0,1
6,1500,2284194,1,1,3,39,17,17,0,0,1,0,16350,1,0,0
1,1500,3147833,0,1,1,24,4,4,1,0,1,3,41578,1,0,1
2,2000,1202140,1,0,1,74,54,54,0,0,1,3,59093,1,0,0
17,1200,4624301,1,0,0,71,53,53,1,0,0,0,11152,1,0,0
11,1200,3898285,0,1,0,35,16,15,0,0,2,0,39312,0,1,0
0,2000,4557063,1,0,0,27,7,7,2,0,0,0,26322,1,0,1
11,1000,3260072,1,0,0,48,26,26,0,0,1,3,51863,1,1,0
4,1200,4286026,0,0,1,43,24,23,0,0,0,0,17409,1,0,0
16,2000,2786441,0,0,0,72,53,52,0,1,3,2,58632,1,0,1
15,1500,2067089,1,0,1,64,42,41,1,0,0,3,43343,1,0,0
14,1200,1492508,1,1,0,62,41,40,0,1,2,3,8378,1,0,0
14,1000,3918727,0,0,0,43,21,21,0,0,0,1,41199,0,0,1
4,1200,3530494,1,1,4,42,21,21,0,0,0,0,38531,0,0,0
13,1200,1258784,1,0,0,73,54,54,0,2,0,1,17930,1,0,0
1,1000,1438270,1,0,1,69,47,46,1,1,1,0,34474,0,0,0
10,1500,4136149,1,0,0,35,15,15,1,0,1,2,53215,1,0,1
18,1200,738804,1,1,0,41,19,18,0,1,1,0,21634,0,0,0
6,1200,3199517,1,0,1,71,51,51,0,0,0,1,29124,0,1,0
5,1200,3203299,0,0,1,61,41,40,1,0,0,0,6594,1,0,0
1,3000,1566828,1,0,0,32,13,13,0,2,0,3,28671,1,0,0
5,1200,3140498,1,0,3,25,4,3,0,0,1,0,6431,1,0,0
17,800,1102735,1,0,1,60,39,38,0,0,0,4,53965,0,0,0
1,800,4083334,0,0,0,42,22,22,0,0,0,0,2480,1,1,0
17,1500,1110463,1,0,0,52,31,30,1,0,1,0,47436,1,0,0
14,1500,387389,1,1,1,41,19,18,0,1,1,0,39740,1,0,0
18,1200,4799155,1,0,1,63,43,43,0,0,1,4,34335,1,0,1
1,1200,3853409,1,1,0,57,37,37,0,0,1,0,35315,1,0,0
19,800,4832209,0,0,0,70,52,51,0,0,0,1,50838,0,1,0
5,1500,1847800,0,0,0,55,33,33,0,0,0,0,44844,1,0,0
0,1500,447712,1,1,0,38,17,16,0,0,1,0,44549,0,0,0
14,1000,4787983,0,1,0,71,50,49,0,0,0,1,14775,1,0,0
9,1000,2021737,1,0,4,18,0,0,0,0,1,0,41146,1,0,1
18,1000,2804098,1,1,1,43,21,21,1,0,1,0,29675,1,1,1
16,1000,3443092,1,1,1,27,8,7,0,0,0,2,33078,0,0,0
4,1500,2678232,0,0,0,43,24,24,2,1,1,0,32799,0,0,1
3,1000,4732929,1,0,0,19,0,0,0,2,0,0,27339,0,0,1
9,1200,2018091,1,0,0,57,36,35,0,0,0,0,10065,0,1,0
16,1000,2787274,1,1,1,31,12,11,0,0,0,0,29804,1,0,0
9,2500,1475806,1,1,0,50,31,31,0,1,0,1,41099,1,0,0
16,2000,4758490,0,1,0,74,53,53,1,1,0,1,39561,1,0,1
19,1000,4792774,0,0,0,56,34,33,0,0,1,0,5555,1,0,0
4,1200,1483306,0,1,3,18,0,0,0,1,0,0,35156,1,0,0
1,1000,906143,0,0,1,47,25,24,0,0,0,0,14300,1,0,0
5,1200,646758,0,0,0,54,36,36,1,2,0,3,30997,1,0,0
1,800,4334348,1,0,1,35,13,12,1,2,0,0,21954,1,0,1
12,1500,3090060,1,1,1,47,28,28,0,1,1,3,7114,0,0,0
10,1500,3072180,1,0,0,44,24,24,0,0,1,0,42327,0,0,0
10,2000,4403517,1,0,0,66,46,45,0,1,0,0,39377,1,0,0
15,1000,4007890,1,1,2,66,45,45,0,0,0,3,50994,0,0,1
10,2000,875606,1,1,0,47,25,25,1,0,0,2,49241,1,0,0
18,2000,1123597,1,0,2,62,40,39,0,0,1,0,53041,1,0,0
14,1000,4688346,1,1,0,70,49,49,0,0,0,0,57555,1,0,0
15,1200,2191828,0,1,1,53,32,32,0,0,0,0,2802,1,1,0
10,1000,4982428,1,0,0,38,20,20,0,0,3,0,43904,1,0,1
15,1200,2870726,1,0,1,71,53,53,0,0,0,0,54326,1,0,0
7,1200,4317472,0,0,4,33,13,13,0,0,1,3,50087,0,0,1
3,1500,4723318,1,0,0,34,15,15,1,0,0,0,11841,1,0,1
7,1200,1909343,1,1,0,35,13,12,0,2,2,1,43874,0,1,1
3,2500,339906,1,0,0,51,31,31,0,0,0,0,10966,1,0,0
2,1000,1946062,0,1,3,38,18,17,0,0,0,0,7533,1,0,0
2,3000,2162782,0,1,1,29,10,10,0,2,1,0,30477,1,1,1
17,1000,2798924,0,0,0,48,28,27,0,1,0,0,5350,0,0,0
18,2000,549699,1,1,4,27,7,6,0,0,1,1,3178,1,0,0
18,1200,3622923,1,1,1,58,39,39,0,0,0,0,42817,0,1,0
4,1000,378342,1,0,0,72,52,51,0,0,1,2,42725,1,0,0
17,2000,1968416,0,1,1,21,0,0,1,0,1,3,53596,0,0,1
9,1200,4754585,0,1,1,32,11,11,0,0,0,0,40474,1,0,0
5,1500,4026109,1,0,2,70,51,50,0,0,1,3,4079,0,0,0
0,1500,3505467,0,1,0,72,51,50,1,1,0,2,10878,1,0,0
4,1200,3619796,1,0,3,59,37,36,0,0,0,3,30933,1,0,0
8,1200,2892224,0,0,2,58,38,37,0,1,1,2,52749,1,0,1
11,1500,1103737,0,1,1,45,25,24,0,1,0,0,48655,0,0,0
13,800,377474,1,1,0,24,4,4,1,0,1,1,44405,0,0,0
1,1500,3724190,0,1,4,28,7,7,0,1,0,0,19542,1,0,0
16,2000,352810,1,0,1,46,28,27,1,0,0,4,42894,1,2,0
13,800,1470328,1,1,4,51,30,29,1,0,0,1,33882,1,0,0
12,1000,4138908,0,1,0,69,51,50,0,0,0,1,22763,1,0,0
8,1500,1410376,1,0,4,69,48,48,0,0,0,4,17911,1,0,0
14,1200,2952256,1,0,2,47,25,24,0,0,0,0,7402,1,0,0
14,1200,2344217,0,1,4,44,23,23,0,0,1,2,13551,0,0,0
10,1000,2830234,0,0,0,42,21,21,1,0,0,0,24216,0,2,0
15,1500,2712215,1,0,0,73,54,53,0,0,0,0,40887,1,1,0
16,1000,4870608,1,0,0,65,45,45,0,0,0,1,5219,1,1,0
3,1200,1979762,0,1,0,55,35,35,1,0,0,0,13478,1,0,0
0,2000,4159579,1,0,0,57,37,36,1,0,0,0,53499,1,0,0
7,1200,1775172,0,0,4,40,22,21,1,0,1,0,21172,1,0,0
16,1200,1159254,1,0,1,73,51,51,0,1,1,0,39599,0,0,0
2,3000,3783476,1,0,0,46,28,27,0,0,0,1,16705,1,0,0
19,1500,1503134,1,0,4,72,53,53,0,0,0,1,44617,1,0,0
